cod_cim,matched_symptoms
W69709006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69709007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W67838001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W67838002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W67838003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W67838004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W12603001,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W12603002,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W12603003,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W12602001,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W12602002,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W12602003,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W64783001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64783002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64783003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64782001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64782002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64782003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65285001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65285002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65285003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65350001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65350002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65350003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65284001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65284002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65284003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W70751001,['preparate pentru dializa peritoneala solutii hipertone']
W70751002,['preparate pentru dializa peritoneala solutii hipertone']
W70751003,['preparate pentru dializa peritoneala solutii hipertone']
W70751004,['preparate pentru dializa peritoneala solutii hipertone']
W70751005,['preparate pentru dializa peritoneala solutii hipertone']
W70751006,['preparate pentru dializa peritoneala solutii hipertone']
W70751007,['preparate pentru dializa peritoneala solutii hipertone']
W70751008,['preparate pentru dializa peritoneala solutii hipertone']
W70751009,['preparate pentru dializa peritoneala solutii hipertone']
W70751010,['preparate pentru dializa peritoneala solutii hipertone']
W70751011,['preparate pentru dializa peritoneala solutii hipertone']
W70751012,['preparate pentru dializa peritoneala solutii hipertone']
W68335001,['contraceptive locale contraceptive intravaginale']
W68335002,['contraceptive locale contraceptive intravaginale']
W68335003,['contraceptive locale contraceptive intravaginale']
W68335004,['contraceptive locale contraceptive intravaginale']
W61474001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W61475001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W61472001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W61473001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W69561001,['cytokine si imunomodulatoare factori de stimulare a coloniilor']
W66930001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66930002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66930003,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W64485001,['imunosupresoare anticorpi monoclonali']
W70385001,['imunosupresoare']
W65903001,['imunoglobuline imunoglobulina umana de origine umana']
W65903002,['imunoglobuline imunoglobulina umana de origine umana']
W65903003,['imunoglobuline imunoglobulina umana de origine umana']
W65903004,['imunoglobuline imunoglobulina umana de origine umana']
W65903005,['imunoglobuline imunoglobulina umana de origine umana']
W65903006,['imunoglobuline imunoglobulina umana de origine umana']
W65903007,['imunoglobuline imunoglobulina umana de origine umana']
W65624001,['imunoglobuline imunoglobulina umana de origine umana']
W65624002,['imunoglobuline imunoglobulina umana de origine umana']
W65624003,['imunoglobuline imunoglobulina umana de origine umana']
W65624004,['imunoglobuline imunoglobulina umana de origine umana']
W65624005,['imunoglobuline imunoglobulina umana de origine umana']
W65624006,['imunoglobuline imunoglobulina umana de origine umana']
W65624007,['imunoglobuline imunoglobulina umana de origine umana']
W65354002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65353003,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65353004,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65351002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65352002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65356002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65355002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65357001,['sange si substituenti de sange substituenti de sange si fractiuni proteice plasmatice']
W65357002,['sange si substituenti de sange substituenti de sange si fractiuni proteice plasmatice']
W65357003,['sange si substituenti de sange substituenti de sange si fractiuni proteice plasmatice']
W65357004,['sange si substituenti de sange substituenti de sange si fractiuni proteice plasmatice']
W67465001,['medicamente pentru zona oro-faringiana antiseptice']
W67465002,['medicamente pentru zona oro-faringiana antiseptice']
W67465003,['medicamente pentru zona oro-faringiana antiseptice']
W67465004,['medicamente pentru zona oro-faringiana antiseptice']
W01962003,['antiseptice si dezinfectante compusi quaternari de amoniu']
W01962004,['antiseptice si dezinfectante compusi quaternari de amoniu']
W01962005,['antiseptice si dezinfectante compusi quaternari de amoniu']
W01962006,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70846001,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70846002,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70822001,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70822001,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70822002,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70822003,['antiseptice si dezinfectante compusi quaternari de amoniu']
W70364001,['hormoni hipotalamici hormoni anticrestere']
W70364002,['hormoni hipotalamici hormoni anticrestere']
W70364003,['hormoni hipotalamici hormoni anticrestere']
W70364004,['hormoni hipotalamici hormoni anticrestere']
W66479001,['hormoni hipotalamici hormoni anticrestere']
W66479002,['hormoni hipotalamici hormoni anticrestere']
W66480001,['hormoni hipotalamici hormoni anticrestere']
W66480002,['hormoni hipotalamici hormoni anticrestere']
W66481001,['hormoni hipotalamici hormoni anticrestere']
W66481002,['hormoni hipotalamici hormoni anticrestere']
W63551001,"['antivirale cu actiune directa antivirale pentru tratamentul infectiei cu  hiv', 'combinatii']"
W61689001,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W61689002,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W61690001,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W61690002,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W70966001,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W70966002,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W70966003,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W70966004,['inhibitori de protein-kinaza alti inhibitori de protein kinaza']
W53584001,['chinolone antibacteriene fluorochinolone']
W56957001,['chinolone antibacteriene fluorochinolone']
W67079001,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W67079002,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W67079003,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W64163001,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W64163002,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W64163003,['hormoni ai lobului posterior hipofizar oxitocina si analogi']
W60573001,['anestezice locale anestezice locale']
W58640001,['antiinfectioase fluoroquinolone']
W69816001,['anticorpi monoclonali si conjugati anticorp medicament']
W70227001,['anticorpi monoclonali si conjugati anticorp medicament']
W68775001,['antipsihotice alte antipsihotice']
W68774001,['antipsihotice alte antipsihotice']
W69888001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69888002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69888003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69887001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69887002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69887003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65592001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592009,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592010,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65592011,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593009,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593010,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65593011,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590009,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590010,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65590011,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591009,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591010,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W65591011,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54601008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602007,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54602008,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603001,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603002,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603003,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603004,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603005,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
W54603006,"['oxazepine si tiazepine', 'antipsihotice diazepine']"
